nc	hx	hy	theta_x	theta_y	gx	gy	BURNIN	MAX_ITER	simulation_type	simulation_method	store_arrays	mx	my	MI	file
1000	0.015	0.015	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.3496549147117255	0.3496523966817381	1.146221919411694	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_052.pkl
1000	-0.020000000000000004	-0.020000000000000004	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.38684556569577216	-0.3868427807507861	1.0240267434070383	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_024.pkl
1000	0.0012500000000000011	0.0012500000000000011	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.08691555530542223	0.08691514304042426	2.4369322703067056	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_041.pkl
1000	-0.04875	-0.04875	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.5249192490154037	-0.5249192169654039	0.689611976840709	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_001.pkl
1000	-0.03375	-0.03375	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.46333378959333105	-0.4633311279683443	0.8192961558985026	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_013.pkl
1000	-0.04	-0.04	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.49091752822041235	-0.49092018068039917	0.7580185429364015	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_008.pkl
1000	-0.01625	-0.01625	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.3596653578316732	-0.3596654625716727	1.1115144922114943	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_027.pkl
1000	-0.011250000000000003	-0.011250000000000003	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.3148864492505677	-0.31488244626558787	1.2777262634565218	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_031.pkl
1000	-0.043750000000000004	-0.043750000000000004	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.5060208344198959	-0.5060276019148621	0.7272851747769522	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_005.pkl
1000	-0.045000000000000005	-0.045000000000000005	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.5108805483855973	-0.5108753313356234	0.7166272964469957	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_004.pkl
