mean_X	mean_Y	mean_hx	mean_hy	mean_theta_x	mean_theta_y	corr	MI	mean_E	mean_mx	mean_my	std_mx	std_my	H	T
578.832676	578.609585	0.050000	0.050000	0.000000	0.000000	0.788087	0.620018	-0.038546	0.527263	0.526674	0.051622	0.051575	0.100000	0.000000
578.682040	578.612429	0.050000	0.050000	0.000000	0.000000	0.783192	0.596511	-0.038522	0.526866	0.526682	0.051876	0.051759	0.100000	0.000000
578.719094	578.623122	0.050000	0.050000	0.000000	0.000000	0.786287	0.615749	-0.038520	0.526963	0.526710	0.051979	0.052023	0.100000	0.000000
578.691694	578.562610	0.050000	0.050000	0.000000	0.000000	0.782967	0.612957	-0.038511	0.526891	0.526550	0.051999	0.051975	0.100000	0.000000
578.557027	578.481762	0.050000	0.050000	0.000000	0.000000	0.775481	0.604694	-0.038517	0.526536	0.526337	0.051174	0.051715	0.100000	0.000000
578.459033	578.377273	0.050000	0.050000	0.000000	0.000000	0.777850	0.614261	-0.038497	0.526277	0.526061	0.051676	0.052234	0.100000	0.000000
578.378839	578.612612	0.050000	0.050000	0.000000	0.000000	0.789499	0.649087	-0.038508	0.526066	0.526682	0.052244	0.052437	0.100000	0.000000
578.192882	578.454215	0.050000	0.050000	0.000000	0.000000	0.789652	0.640446	-0.038515	0.525575	0.526264	0.052177	0.052265	0.100000	0.000000
578.235109	578.430457	0.050000	0.050000	0.000000	0.000000	0.791317	0.631116	-0.038523	0.525686	0.526202	0.052150	0.052214	0.100000	0.000000
578.257240	578.751608	0.050000	0.050000	0.000000	0.000000	0.782499	0.617826	-0.038501	0.525745	0.527049	0.052017	0.052206	0.100000	0.000000
578.262189	578.957683	0.050000	0.050000	0.000000	0.000000	0.777643	0.614364	-0.038500	0.525758	0.527593	0.051768	0.051968	0.100000	0.000000
578.408112	578.930532	0.050000	0.050000	0.000000	0.000000	0.786831	0.633939	-0.038516	0.526143	0.527521	0.051757	0.052427	0.100000	0.000000
578.709643	579.094459	0.050000	0.050000	0.000000	0.000000	0.779198	0.606357	-0.038508	0.526938	0.527954	0.051864	0.051840	0.100000	0.000000
578.647290	578.862689	0.050000	0.050000	0.000000	0.000000	0.777024	0.574315	-0.038496	0.526774	0.527342	0.051812	0.052202	0.100000	0.000000
578.639009	578.827264	0.050000	0.050000	0.000000	0.000000	0.776612	0.575155	-0.038481	0.526752	0.527249	0.051639	0.052894	0.100000	0.000000
578.577209	578.837220	0.050000	0.050000	0.000000	0.000000	0.780308	0.600843	-0.038493	0.526589	0.527275	0.051568	0.052914	0.100000	0.000000
578.515676	578.825390	0.050000	0.050000	0.000000	0.000000	0.789978	0.627346	-0.038512	0.526427	0.527244	0.051845	0.052970	0.100000	0.000000
578.417041	578.569948	0.050000	0.050000	0.000000	0.000000	0.793913	0.639127	-0.038515	0.526166	0.526570	0.051958	0.053163	0.100000	0.000000
578.430477	578.457979	0.050000	0.050000	0.000000	0.000000	0.798640	0.637656	-0.038517	0.526202	0.526274	0.052453	0.053144	0.100000	0.000000
578.449370	578.436987	0.050000	0.050000	0.000000	0.000000	0.791332	0.612160	-0.038488	0.526252	0.526219	0.052868	0.053131	0.100000	0.000000
578.387541	578.582682	0.050000	0.050000	0.000000	0.000000	0.795675	0.629152	-0.038474	0.526088	0.526603	0.053350	0.053589	0.100000	0.000000
